Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TA","Live animals","250","Democratic Republic of the Congo","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","983","R","Estimated data using trading partners database"
"TA","Live animals","250","Democratic Republic of the Congo","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1179","R","Estimated data using trading partners database"
"TA","Live animals","250","Democratic Republic of the Congo","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","58","R","Estimated data using trading partners database"
"TA","Live animals","250","Democratic Republic of the Congo","5922","Export Value","1057","Chickens","2017","2017","1000 US$","1","R","Estimated data using trading partners database"
"TA","Live animals","54","Denmark","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","2942","","Official data"
"TA","Live animals","54","Denmark","5622","Import Value","1057","Chickens","2017","2017","1000 US$","9861","","Official data"
"TA","Live animals","54","Denmark","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","63325","","Official data"
"TA","Live animals","54","Denmark","5922","Export Value","1057","Chickens","2017","2017","1000 US$","83462","","Official data"
"TA","Live animals","55","Dominica","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","85","F","FAO estimate"
"TA","Live animals","55","Dominica","5622","Import Value","1057","Chickens","2017","2017","1000 US$","161","R","Estimated data using trading partners database"
"TA","Live animals","56","Dominican Republic","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","455","R","Estimated data using trading partners database"
"TA","Live animals","56","Dominican Republic","5622","Import Value","1057","Chickens","2017","2017","1000 US$","2880","R","Estimated data using trading partners database"
"TA","Live animals","58","Ecuador","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","3045","","Official data"
"TA","Live animals","58","Ecuador","5622","Import Value","1057","Chickens","2017","2017","1000 US$","16405","","Official data"
"TA","Live animals","59","Egypt","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1128","Im","FAO data based on imputation methodology"
"TA","Live animals","59","Egypt","5622","Import Value","1057","Chickens","2017","2017","1000 US$","2000","F","FAO estimate"
"TA","Live animals","59","Egypt","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","2","*","Unofficial figure"
"TA","Live animals","59","Egypt","5922","Export Value","1057","Chickens","2017","2017","1000 US$","5","","Official data"
"TA","Live animals","60","El Salvador","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","4185","","Official data"
"TA","Live animals","60","El Salvador","5622","Import Value","1057","Chickens","2017","2017","1000 US$","6402","","Official data"
"TA","Live animals","60","El Salvador","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","9428","","Official data"
"TA","Live animals","60","El Salvador","5922","Export Value","1057","Chickens","2017","2017","1000 US$","5578","","Official data"
"TA","Live animals","61","Equatorial Guinea","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","42","R","Estimated data using trading partners database"
"TA","Live animals","61","Equatorial Guinea","5622","Import Value","1057","Chickens","2017","2017","1000 US$","31","R","Estimated data using trading partners database"
"TA","Live animals","178","Eritrea","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","141","R","Estimated data using trading partners database"
"TA","Live animals","178","Eritrea","5622","Import Value","1057","Chickens","2017","2017","1000 US$","287","R","Estimated data using trading partners database"
"TA","Live animals","63","Estonia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","2782","","Official data"
"TA","Live animals","63","Estonia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1585","","Official data"
